id,label
0,1
3,1
6,1
8,0
9,0
11,2
13,4
18,0
20,0
24,2
30,0
31,2
32,3
33,3
36,2
38,3
40,0
41,1
43,2
44,2
46,0
48,3
53,0
54,4
55,1
56,3
58,0
59,0
62,3
68,0
69,0
71,4
75,0
77,3
78,0
79,3
81,2
82,3
86,2
87,3
90,3
91,4
92,4
93,0
94,2
95,2
97,0
98,3
99,3
101,4
103,0
106,1
107,1
108,2
110,0
112,2
113,4
114,4
115,2
116,1
119,3
120,0
122,0
123,2
132,1
133,3
134,2
137,0
140,1
141,1
142,0
144,2
145,0
146,1
147,3
152,0
153,0
155,1
156,1
159,2
162,3
167,0
169,0
170,0
172,1
173,3
174,4
177,3
178,3
180,0
185,4
188,3
189,1
190,4
194,3
195,0
196,1
197,4
198,0
199,0
203,2
204,3
205,1
206,3
208,1
210,0
211,3
212,0
213,2
214,1
215,2
217,1
218,0
219,1
220,2
221,0
222,1
224,0
225,3
226,4
229,0
230,1
233,2
234,2
239,2
241,1
243,1
244,3
249,4
250,2
251,1
252,2
253,2
254,0
257,3
259,0
262,2
265,0
266,2
268,0
269,0
270,3
271,3
272,0
274,4
276,1
277,4
280,1
281,2
282,3
284,3
285,3
286,4
288,0
296,1
297,3
299,3
303,1
308,3
309,1
313,3
318,0
319,3
320,1
321,0
325,0
328,0
331,3
335,2
337,0
339,4
343,4
345,1
346,0
347,4
348,0
350,4
352,3
355,2
356,1
358,2
361,0
366,1
369,2
370,4
372,0
373,1
374,4
375,3
376,4
377,4
378,3
379,3
380,2
381,0
382,0
383,2
386,3
388,3
389,2
390,2
393,3
394,4
395,2
397,4
398,1
400,2
402,0
404,1
405,4
407,2
409,3
419,1
422,2
423,0
424,3
426,1
427,2
428,0
429,0
430,2
431,2
432,0
434,0
435,0
437,3
441,3
443,2
448,3
449,4
451,1
452,0
453,0
455,4
457,2
458,3
459,2
461,2
462,4
463,1
465,1
466,1
468,1
469,3
470,2
471,1
474,0
475,2
476,4
479,1
480,3
481,1
482,1
485,3
488,2
494,4
497,1
499,3
501,0
502,2
503,3
505,0
508,1
509,1
512,1
516,3
517,1
519,1
520,1
521,3
522,1
523,0
524,1
528,4
530,1
531,3
533,0
535,1
536,4
539,4
540,4
541,2
545,4
549,3
552,2
555,4
557,1
558,4
559,1
560,2
561,1
563,4
564,0
565,0
567,2
568,0
570,1
573,0
574,3
575,3
579,2
580,0
585,3
588,2
589,0
590,3
592,1
593,4
594,2
595,3
597,1
598,0
599,0
600,2
601,4
603,4
605,2
606,3
607,1
609,3
611,2
612,4
613,4
614,2
615,3
617,1
620,3
626,3
629,2
630,1
631,1
632,0
634,4
635,1
639,1
640,1
641,1
643,2
645,3
646,0
647,1
650,4
653,2
655,4
656,1
658,2
661,2
662,2
663,1
664,3
665,1
667,0
668,1
670,1
671,1
672,1
673,2
675,1
676,2
679,3
681,0
682,0
685,3
686,4
690,3
693,1
694,1
700,1
703,2
705,0
707,1
711,4
714,3
716,2
717,2
720,0
722,2
723,2
724,1
728,0
731,1
733,2
734,0
736,2
738,1
740,2
741,2
742,4
745,4
746,3
747,3
749,1
751,0
753,2
754,3
757,1
760,4
762,3
764,3
765,4
766,2
768,0
774,3
776,3
777,3
778,3
781,2
783,1
789,2
791,0
792,1
794,3
795,3
796,1
797,1
798,0
800,2
805,2
806,2
809,3
816,2
817,0
818,0
821,3
825,2
828,3
830,1
831,0
841,1
842,1
845,1
846,3
847,3
848,3
849,2
850,1
851,4
852,2
856,0
860,1
862,1
863,0
864,1
865,0
866,3
867,3
869,1
870,3
871,2
872,1
873,1
878,2
879,3
880,0
881,1
882,3
884,2
885,0
889,1
891,4
892,3
893,2
897,1
898,4
900,2
901,1
903,4
904,3
907,3
913,0
915,3
917,2
923,2
924,2
926,0
927,3
928,2
930,0
932,4
933,0
936,2
938,4
939,4
941,2
